material_id,formula,formation_energy,ehull,band_gap,is_magnetic,magnetic_ordering,total_magnetization,spacegroup
mp-16522,Al2Pd,-0.644575986666666,0.035680995740738006,0.0,False,NM,0.0,225
mp-862715,Al2PdRu,-0.8579669187500011,0.0,0.0,False,NM,1.5e-06,225
mp-1502,Al2Pt,-0.989689963333328,0.0,0.0,False,NM,4e-07,225
mp-867125,Al2RuPt,-0.9900710087499961,0.0,0.0,False,NM,1e-07,225
mp-867326,Al2RuRh,-1.008399888749998,0.0,0.0,False,NM,1.1e-06,225
mp-1206714,Al2Sn,0.31592689833333504,0.31592689833333404,0.0,False,NM,0.0002984,225
mp-1183135,Al2TcPd,-0.688403215000001,0.015259647130537,0.0,False,NM,6.099999999999997e-06,225
mp-505537,Al3(Co10B3)2,-0.23253419568965603,0.005708143620688001,0.0,True,FM,17.6634624,225
mp-505472,Al3(Ni10B3)2,-0.402885581896529,0.0,0.0,False,NM,1e-07,225
mp-1183138,Al3H,0.38853222406249904,0.413076251666666,0.0,False,NM,0.0113881,225
mp-1229052,Al41V4,-0.09491059866666701,0.027362764888888003,0.0,False,NM,2e-07,216
mp-1228748,Al4CrS8,-1.111500045384614,0.13411958769231,0.0,True,FM,1.9993948,216
mp-29225,Al4Cu2O7,-2.388443480384614,0.417229591153827,0.0,True,FM,0.1415544,216
mp-1228170,Al5AgS8,-1.111908254583328,0.029918490595239003,1.5406,False,NM,0.0004913,216
mp-35267,Al5CuS8,-1.167115974464285,0.0,1.4217,False,NM,0.0,216
mp-37405,Al5CuSe8,-0.9072566873214271,0.029427036785692,0.504599999999999,False,NM,0.0,216
mp-1228138,Al5O8,-3.153414269999999,0.14134631461538502,0.0,True,FM,0.999822,216
mp-1228158,Al5S8,-1.109359496346152,0.08002148796875001,0.0,False,NM,0.0085645,216
mp-1228165,Al5Se8,-0.9269002710877421,0.043122360102163006,0.0,False,NM,0.2957126,216
mp-1205591,AlAg3F6,-2.134454542500006,0.08542255150000201,0.268099999999999,False,NM,6.690000000000001e-05,225
mp-631568,AlAgB,0.8454208495333331,0.9112557830999991,0.0,False,NM,0.0006854,216
mp-2172,AlAs,-0.627042776249999,0.0,1.503699999999999,False,NM,0.0,216
mp-988940,AlAs,-0.350628891249999,0.276413885,0.0,False,NM,0.0002498,225
mp-631514,AlB2Pb,1.762802246549995,1.813238293399997,0.0,False,NM,0.024361999999999003,216
mp-1018132,AlBi,0.090943279999997,0.090943279999997,0.0,False,NM,0.0,216
mp-1214804,AlCo2Ni,-0.22478804950000003,0.117662525499998,0.0,True,FM,2.472558,225
mp-1228999,AlCr4AgS8,-1.011209352261903,0.0,0.0,True,FM,11.9984871,216
mp-1228960,AlCr4CuS8,-1.048169373571428,0.0,0.0,True,FM,12.0005221,216
mp-1229004,AlCr4CuSe8,-0.841807363482142,0.0,0.0,True,FiM,11.997757,216
mp-10883,AlCrCo2,-0.22062925874999803,0.057598806249999,0.0,True,FM,2.9997775,225
mp-16494,AlCrCu2,-0.015341943166667002,0.160422962083332,0.0,True,FM,2.9512088,225
mp-16495,AlCrFe2,-0.164215934999999,0.016952406249998,0.0,True,FiM,0.998752499999999,225
mp-10885,AlCrNi2,-0.25891897624999904,0.12931124062500002,0.0,True,FM,3.2114179,225
mp-862781,AlCrRu2,-0.3686861925,0.0,0.0,True,FiM,1.1216391,225
mp-12777,AlCu3,-0.180917327499999,0.0210512025,0.0,False,NM,0.0,225
mp-867306,AlCuAu2,-0.25772352000000004,0.0,0.0,False,NM,0.0,225
mp-866296,AlCuPd2,-0.6301237899999991,0.0,0.0,False,NM,0.0,225
mp-1183191,AlCuRh2,-0.574165619999998,0.037981738333325,0.0,False,NM,2.7700000000000002e-05,225
mp-1067509,AlCuS2,-0.071534237656248,0.891598616249999,0.0,False,NM,0.00046029999999900006,225
mp-1067556,AlCuSe2,0.023868365468764002,0.7802025587499931,0.0,False,NM,0.0001104,225
mp-1066394,AlCuTe2,0.20582470499999703,0.6310189112499991,0.0,False,NM,1.8900000000000002e-05,225
mp-1183187,AlFe2Ge,-0.211584308749999,0.012931964166666001,0.0,True,FM,0.3686639,225
mp-672259,AlFe2Mo,-0.1760317375,0.037930024583335005,0.0,True,FiM,0.87538,225
mp-31186,AlFe2Ni,-0.09435004249999901,0.23506995500000002,0.0,True,FM,4.2439238,225
mp-867878,AlFe2Si,-0.44477182749999905,0.0,0.0,True,FM,0.432166999999999,225
mp-862288,AlFe2W,-0.20830292249999902,0.0,0.0,True,FiM,0.954311599999999,225
mp-2018,AlFe3,-0.163539367499999,0.035353807499999,0.0,True,FM,7.3221923,225
mp-10884,AlFeCo2,-0.35879662500000004,0.0,0.0,True,FM,4.9954475,225
mp-1183163,AlFeIr2,-0.485886752499999,0.017963469166669,0.0,True,FM,4.563966,225
mp-861953,AlFeRh2,-0.595923447499998,0.0,0.0,True,FM,4.5393375,225
mp-1183148,AlGaCo2,-0.37386411499999905,0.003663324999999,0.0,False,NM,2.2e-06,225
mp-1183158,AlGaIr2,-0.7508680024999991,0.012601042500001,0.0,False,NM,4.6500000000000005e-05,225
mp-1183173,AlGaNi2,-0.5220558375000001,0.019714050952382,0.0,False,NM,1.23e-05,225
mp-1183218,AlGaRu2,-0.5257573575000011,0.004790064375001,0.0,False,NM,6.71e-05,225
mp-867904,AlGeRu2,-0.517801542499999,0.0,0.0,False,NM,3.8e-05,225
mp-631543,AlInB,1.047582126033333,1.081206157266667,0.0,False,NM,0.0036726999999990005,216
mp-1330,AlN,-1.507669534374999,0.1720026375,4.417499999999999,False,NM,0.00051,225
mp-1700,AlN,-1.658923009375,0.020749162499999002,3.3056,False,NM,0.0,216
mp-672232,AlNi3,-0.35436974749999905,0.072050029999999,0.0,False,NM,7e-07,225
mp-1228803,AlNiGe,-0.42597598833333206,0.030624778333335004,0.0,False,NM,0.0004503,216
mp-8023,AlO,-1.5521156375,1.303343535833334,0.0,False,NM,0.0029123,225
mp-1550,AlP,-0.737248783988095,0.0,1.6294,False,NM,0.0,216
mp-37990,AlPO4,-3.104332613440474,0.022839589555556,5.5123,False,NM,0.0,216
mp-2624,AlSb,-0.252975485,0.0,1.2255,False,NM,0.0,216
mp-862778,AlSiRu2,-0.7554451362499991,0.0,0.0,False,NM,1e-06,225
mp-631582,AlTc2Pb,0.50111172,0.851821205,0.0,False,NM,0.007157399999999,216
mp-4955,AlVCo2,-0.44793970249999904,0.0,0.0,True,FM,2.0007333,225
mp-1228804,AlVFe2,-0.13865449499999902,0.29010812500000005,0.0,True,FiM,3.6584464,216
mp-5778,AlVFe2,-0.42876261999999904,0.0,0.0,False,NM,0.0,225
mp-1008530,AlVFeCo,-0.394214064999999,0.029393292499996,0.0,True,FM,0.9839994,216
mp-961650,AlVNi,0.356573097456141,0.814568203333335,0.0,False,NM,0.005224599999999,216
mp-10899,AlVNi2,-0.39258929145833504,0.046284947395832006,0.0,False,NM,0.0002926,225
mp-862700,AlVOs2,-0.60377356,0.0,0.0,False,NM,1e-07,225
mp-961668,AlVPt,-0.13764821000000002,0.6046053022222261,0.0,False,NM,0.0002544,216
mp-866001,AlVRu2,-0.730717902500003,0.0,0.0,False,NM,0.0,225
mp-1183151,AlZnCu2,-0.15422425249999902,0.015745643161428,0.0,False,NM,5.7600000000000004e-05,225
mp-862705,AlZnIr2,-0.693766981249999,0.0,0.0,False,NM,1e-07,225
mp-866033,AlZnRh2,-0.8575285962499991,0.0,0.0,False,NM,7e-07,225
mp-23155,Ar,0.0,0.0,8.5132,False,NM,0.0,225
mp-1096826,As,0.558594425,0.558594425,0.0,False,NM,0.0002499,225
mp-1183184,As3W,0.606574684062497,0.664555852499997,0.0,False,NM,0.005255399999999,225
mp-2302,AsRh2,-0.5298349875,0.0,0.0,False,NM,1e-07,225
mp-631257,AsSeBr,0.226682451718749,0.8447942075000011,0.0,False,NM,0.0011602,216
mp-81,Au,0.0,0.0,0.0,False,NM,0.0,225
mp-1008558,AuN,1.540296207499999,1.540296207499999,0.0,False,NM,0.0033353999999990004,216
mp-1008610,AuN,1.5102573925000011,1.5102573925000011,0.0,False,NM,0.0007078999999990001,225
mp-1202723,B,0.32143077000000003,0.32143077000000003,0.0,False,NM,0.0026779,225
mp-1001602,B12W,0.208346707756412,0.28236336602564105,0.0,False,NM,6.170000000000001e-05,225
mp-631586,B2IrCl,1.890622136180557,2.345699615972222,0.0,False,NM,0.0589009,225
mp-10044,BAs,-0.041637114791665,0.080389767499999,1.203699999999999,False,NM,0.0015859,216
mp-1183146,BAu3,0.876944082708334,0.876944082708334,0.0,False,NM,0.000255299999999,225
mp-1639,BN,-1.335625025625001,0.07735396750000001,4.4506,False,NM,0.0006125999999990001,216
mp-1479,BP,-0.48330429523809504,0.0,1.243499999999999,False,NM,0.0,216
mp-631580,BPd2Br,0.8631545839583331,1.344338402083328,0.0,False,NM,0.00015989999999900002,216
mp-997618,BSb,0.273972750416668,0.273972750416668,0.7506,False,NM,0.00020219999999900002,216
mp-631529,BSe2Cl,1.46240798638021,1.9074402714843741,0.0,False,NM,0.0004161,225
mp-631524,BTe2As,1.140974856354169,1.202774096458334,0.0,False,NM,0.002262799999999,225
mp-10679,Ba,0.01299892,0.01299892,0.0,False,NM,0.0002648,225
mp-645700,Ba14Na11Li5N6,-0.24673207532886302,0.04642316978494301,0.0,False,NM,0.007443099999999,216
mp-6645,Ba14Na14CaN6,-0.316671435694581,0.0,0.0,False,NM,0.5000218,225
mp-645662,Ba14Na14LiN6,-0.297018754361248,0.0,0.0,False,NM,0.070379299999999,225
mp-569025,Ba19Na29Li13,-0.005200321448087001,0.0019011825744290002,0.014700000000000001,False,NM,0.2211337,216
mp-1197757,Ba20Cd4Hg99,-0.299961595914639,0.0008214674390240001,0.1421,False,NM,0.5201376,216
mp-1201907,Ba20Hg103,-0.300702961280493,0.001966721829267,0.18029999999999902,False,NM,0.2615124,216
mp-1196499,Ba20Zn5Hg99,-0.290088222560489,0.010998600905706,0.06080000000000001,False,NM,2.1867045,216
mp-530905,Ba23U8O48,-3.281917527721518,0.029992609240504002,0.0,False,NM,0.637377699999999,225
mp-1183207,Ba2AgBi,-0.6575103079166651,0.0169905275,0.058100000000000006,False,NM,0.0,225
mp-1206237,Ba2AgIO6,-1.8766491276666661,0.0033044253124980003,0.12660000000000002,False,NM,0.0002517,225
mp-984720,Ba2AgSb,-0.7695271354166651,0.024480710000002,0.20719999999999902,False,NM,0.0,225
mp-861937,Ba2AsAu,-0.9461468618750001,0.0,0.5211,False,NM,0.0,225
mp-631574,Ba2BeGa,0.38508136937499904,0.583906482589285,0.0,False,NM,0.008340499999999001,216
mp-862947,Ba2BiAu,-0.865384862499998,0.0,0.422799999999999,False,NM,0.0,225
mp-1095109,Ba2BiIrO6,-2.121007113,0.017212535444450002,0.0,True,FM,2.0000598,225
mp-545603,Ba2BiSbO6,-2.444242602,0.008764571000004,1.643899999999999,False,NM,3.9e-06,225
mp-1520718,Ba2BiWO6,-2.417310401,0.152098179249988,0.0,True,FM,1.0,225
mp-1214698,Ba2CaBiO6,-2.442517947,0.027547720499995,0.0,False,NM,1.0017748,225
mp-1520172,Ba2CaCrO6,-2.605433114,0.102572517999997,0.6019999999999991,False,NM,0.0,225
mp-20841,Ba2CaIrO6,-2.537359926,0.0,0.0,True,FM,2.9790335,225
mp-19403,Ba2CaMoO6,-2.9021457209999992,0.0,2.258,False,NM,0.0,225
mp-1214679,Ba2CaNbO6,-3.087818578,0.045699657000000005,0.0,False,NM,0.9999739,225
mp-6739,Ba2CaOsO6,-2.6814129579999992,0.0,0.0,True,FM,2.0004098,225
mp-6635,Ba2CaReO6,-2.915534629249999,0.00018100900000000001,0.0,True,FM,0.9863074,225
mp-1520564,Ba2CaSeO6,-2.549794024234375,0.0,2.01,False,NM,0.0,225
mp-550685,Ba2CaTeO6,-2.786920297666666,0.0,2.9976000000000003,False,NM,8.42e-05,225
mp-18977,Ba2CaWO6,-3.02969635,0.0030402209999990004,3.183,False,NM,0.0,225
